종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
139660,7,KOSEF 미국달러선물인버스,9165,5,-35,-0.38,9158.0,-6.2182,8055,73,96,기타,KOSEF,True,False,False
229720,1,KODEX KTOP30,15990,5,-40,-0.25,15935.0,-14.1909,175,2,96,국내 시장지수,KODEX,False,False,False
104520,2,KOSEF 블루칩,7920,5,-50,-0.63,7911.0,-12.3213,3270,26,95,국내 업종/테마,KOSEF,False,False,False
423170,4,SOL 한국형글로벌반도체액티브,8625,2,5,0.06,8668.0,,9906,84,95,해외 주식,SOL,False,False,False
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9985,2,145,1.47,9960.0,-3.0065,1711,17,95,기타,KBSTAR,False,False,False
225030,4,TIGER 미국S&P500선물인버스(H),4310,5,-85,-1.93,4309.0,18.3041,114453,492,95,해외 주식,TIGER,True,False,True
292050,1,KBSTAR KRX300,14330,5,-120,-0.83,14323.0,-14.7795,72,1,93,국내 시장지수,KBSTAR,False,False,False
267450,6,KBSTAR 미국장기국채선물인버스(H),9310,5,-105,-1.12,9332.0,10.6995,11722,109,93,채권,KBSTAR,True,False,True
429980,7,SOL 한국형글로벌전기차&2차전지액티브,10190,2,270,2.72,10207.0,,7465,75,92,기타,SOL,False,False,False
225050,4,TIGER 유로스탁스레버리지(합성 H),6525,2,90,1.4,6585.0,-24.026,1866,12,91,해외 주식,TIGER,False,True,True
272570,6,KBSTAR 중장기국공채액티브,97130,2,50,0.05,97170.0,-3.7764,73,7,91,채권,KBSTAR,False,False,False
429010,4,TIGER 미국나스닥넥스트100,9540,2,35,0.37,9710.0,,3409,32,91,해외 주식,TIGER,False,False,False
253150,3,ARIRANG 200선물레버리지,25735,5,-345,-1.32,25728.0,-27.8163,3872,100,90,국내 파생,ARIRANG,False,True,False
101280,4,KODEX 일본TOPIX100,14925,2,145,0.98,14893.0,-8.0846,126,1,90,해외 주식,KODEX,False,False,False
375760,2,HANARO 탄소효율그린뉴딜,7415,5,-85,-1.13,7410.0,-14.8792,667,4,89,국내 업종/테마,HANARO,False,False,False
253230,3,KOSEF 200선물인버스2X,3375,2,60,1.81,3371.0,33.9393,225142,750,89,국내 파생,KOSEF,True,False,False
403790,1,마이다스 KoreaStock액티브,16720,5,-225,-1.33,16756.0,-12.5871,100,1,88,국내 시장지수,마이다스,False,False,False
316300,7,KINDEX 싱가포르리츠,12520,2,110,0.89,12654.0,-0.9182,1198,15,88,기타,KINDEX,False,False,False
143460,2,KINDEX 밸류대형,7915,5,-85,-1.06,7904.0,-12.223,48,0,87,국내 업종/테마,KINDEX,False,False,False
100910,1,KOSEF KRX100,4815,5,-20,-0.41,4791.0,-14.44,208156,1003,87,국내 시장지수,KOSEF,False,False,False
291130,4,KINDEX 멕시코MSCI(합성),10795,2,25,0.23,10773.0,-6.1438,155,1,86,해외 주식,KINDEX,False,False,False
295020,6,KBSTAR 국채선물10년인버스,53860,5,-135,-0.25,54103.0,6.8467,19,1,86,채권,KBSTAR,True,False,False
429990,7,SOL 한국형글로벌플랫폼&메타버스액티브,9535,2,15,0.16,9646.0,,92,0,86,기타,SOL,False,False,False
415920,5,ARIRANG 글로벌희토류전략자원기업MV,8140,5,-230,-2.75,8114.0,-14.9823,12397,101,85,원자재,ARIRANG,False,False,False
280320,4,KINDEX 미국IT인터넷S&P(합성 H),10670,3,0,0.0,10773.0,-32.8509,5733,60,85,해외 주식,KINDEX,False,False,True
364690,1,KODEX 혁신기술테마액티브,10615,5,-125,-1.16,10617.0,-10.4851,145,1,85,국내 시장지수,KODEX,False,False,False
261110,7,TIGER 미국달러선물레버리지,12115,2,65,0.54,12153.0,12.8277,2360,28,85,기타,TIGER,False,True,False
292750,1,ARIRANG KRX300,13960,5,-155,-1.1,13988.0,-15.3321,81,1,84,국내 시장지수,ARIRANG,False,False,False
270800,2,KBSTAR KQ고배당,11965,5,-370,-3.0,11969.0,-15.5947,983,11,84,국내 업종/테마,KBSTAR,False,False,False
269370,4,TIGER S&P글로벌인프라(합성),11925,5,-195,-1.61,12005.0,2.2439,346,4,83,해외 주식,TIGER,False,False,False
145850,2,TREX 펀더멘탈 200,33260,5,-390,-1.16,33206.0,-11.8048,1,0,83,국내 업종/테마,TREX,False,False,False
416090,4,KINDEX 중국과창판STAR50,8290,2,110,1.34,8593.0,-7.5184,7605,62,83,해외 주식,KINDEX,False,False,False
410870,2,TIMEFOLIO K컬처액티브,6335,5,-175,-2.69,6336.0,-25.0864,1481,9,82,국내 업종/테마,TIMEFOLIO,False,False,False
289670,6,ARIRANG 국채선물10년,50065,2,185,0.37,49843.0,-6.6355,500,25,82,채권,ARIRANG,False,False,False
433330,4,SOL 미국S&P500,10245,2,115,1.14,10274.0,,47681,488,82,해외 주식,SOL,False,False,False
417450,2,KBSTAR 글로벌수소경제Indxx,9620,2,20,0.21,9514.0,-17.7026,256,2,82,국내 업종/테마,KBSTAR,False,False,False
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),11110,2,20,0.18,11167.0,8.8856,4195,46,80,해외 주식,ARIRANG,True,False,True
295000,6,KBSTAR 국채선물10년,49275,2,25,0.05,49114.0,-6.2352,244,12,80,채권,KBSTAR,False,False,False
252650,1,KODEX 200동일가중,9950,5,-185,-1.83,9941.0,-11.9921,1588,15,80,국내 시장지수,KODEX,False,False,False
261140,2,TIGER 우선주,10165,5,-150,-1.45,10153.0,-11.5276,4087,41,79,국내 업종/테마,TIGER,False,False,False
391590,4,KINDEX 미국스팩&IPO INDXX,6605,3,0,0.0,6655.0,-17.8994,9,0,79,해외 주식,KINDEX,False,False,False
371150,4,KBSTAR 차이나항셍테크,6590,2,95,1.46,6638.0,7.5331,4819,31,79,해외 주식,KBSTAR,False,False,False
108590,1,TREX 200,31540,5,-210,-0.66,31472.0,-14.1753,48,1,79,국내 시장지수,TREX,False,False,False
432850,4,HANARO 글로벌백신치료제MSCI,9805,2,190,1.98,9974.0,,960,9,78,해외 주식,HANARO,False,False,False
367740,2,HANARO Fn5G산업,11160,5,-80,-0.71,11146.0,-13.6249,5419,60,78,국내 업종/테마,HANARO,False,False,False
244620,2,KODEX 모멘텀Plus,9755,5,-410,-4.03,9756.0,-17.3242,112,1,78,국내 업종/테마,KODEX,False,False,False
395270,2,HANARO Fn K-반도체,7790,5,-150,-1.89,7790.0,-18.6976,6321,49,78,국내 업종/테마,HANARO,False,False,False
205720,4,KINDEX 일본TOPIX인버스(합성 H),4310,2,5,0.12,4326.0,1.8934,12408,53,78,해외 주식,KINDEX,True,False,True
139320,5,TIGER 금은선물(H),9555,5,-10,-0.1,9534.0,-6.2715,238,2,76,원자재,TIGER,False,False,True
307010,3,KBSTAR KRX300레버리지,10910,5,-290,-2.59,10948.0,-27.8118,1874,21,76,국내 파생,KBSTAR,False,True,False
261070,2,TIGER 코스닥150바이오테크,7245,5,-85,-1.16,7394.0,-18.1372,10188,75,75,국내 업종/테마,TIGER,False,False,False
402460,2,HANARO Fn K-메타버스MZ,7165,5,-110,-1.51,7164.0,-33.0789,3809,27,75,국내 업종/테마,HANARO,False,False,False
256450,4,ARIRANG 심천차이넥스트(합성),12395,2,280,2.31,12802.0,-0.7375,864,10,74,해외 주식,ARIRANG,False,False,False
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),11440,2,310,2.79,11483.0,-5.8376,308,3,74,기타,KBSTAR,False,False,False
131890,2,KINDEX 삼성그룹동일가중,14830,5,-210,-1.4,14802.0,-6.135,57,0,74,국내 업종/테마,KINDEX,False,False,False
333970,2,ARIRANG KS밸류가중TR,13425,5,-175,-1.29,13460.0,-13.815,143,1,74,국내 업종/테마,ARIRANG,False,False,False
152500,3,KINDEX 레버리지,5640,5,-70,-1.23,5609.0,-27.5841,31034,175,73,국내 파생,KINDEX,False,True,False
432840,4,HANARO 미국S&P500,9155,3,0,0.0,9321.0,,0,0,73,해외 주식,HANARO,False,False,False
137930,3,마이다스 200커버드콜5%OTM,12090,5,-120,-0.98,12076.0,-11.8094,6,0,73,국내 파생,마이다스,False,False,False
407160,2,MASTER 테크미디어텔레콤액티브,7605,5,-100,-1.3,7624.0,-18.8093,1837,14,72,국내 업종/테마,MASTER,False,False,False
426410,4,ARIRANG 미국대체투자Top10MV,9630,2,110,1.16,9720.0,,1577,15,72,해외 주식,ARIRANG,False,False,False
275290,2,KODEX MSCI밸류,10285,3,0,0.0,10044.0,-14.306,0,0,72,국내 업종/테마,KODEX,False,False,False
156080,1,KODEX MSCI Korea,14385,5,-100,-0.69,14345.0,-13.9642,91,1,72,국내 시장지수,KODEX,False,False,False
189400,4,ARIRANG 글로벌MSCI(합성 H),14090,5,-60,-0.42,14182.0,-16.593,1160,16,72,해외 주식,ARIRANG,False,False,True
167860,6,KOSEF 국고채10년레버리지,101845,2,645,0.64,101484.0,-12.6608,927,94,71,채권,KOSEF,False,True,False
237440,7,TIGER 경기방어채권혼합,8880,2,15,0.17,8869.0,-4.2554,2596,23,71,기타,TIGER,False,False,False
183710,7,KBSTAR 주식혼합,35365,5,-135,-0.38,35332.0,-10.6806,7,0,71,기타,KBSTAR,False,False,False
395150,2,KODEX Fn웹툰&드라마,5440,5,-145,-2.6,5439.0,-37.0847,5994,33,71,국내 업종/테마,KODEX,False,False,False
424460,4,HANARO 글로벌워터MSCI(합성),8805,2,40,0.46,8806.0,,199,1,70,해외 주식,HANARO,False,False,False
272230,2,KINDEX 스마트밸류,11680,5,-155,-1.31,11660.0,-14.4066,21,0,70,국내 업종/테마,KINDEX,False,False,False
277640,2,TIGER 코스피대형주,11495,5,-90,-0.78,11494.0,-12.8882,2567,29,69,국내 업종/테마,TIGER,False,False,False
195970,4,ARIRANG 선진국MSCI(합성 H),9735,2,85,0.88,9723.0,-14.7903,2721,26,68,해외 주식,ARIRANG,False,False,True
228820,1,TIGER KTOP30,8010,5,-50,-0.62,8009.0,-13.9349,512,4,68,국내 시장지수,TIGER,False,False,False
368200,2,KBSTAR Fn K-뉴딜디지털플러스,8400,5,-65,-0.77,8399.0,-11.1566,38,0,67,국내 업종/테마,KBSTAR,False,False,False
322150,2,KINDEX 스마트하이베타,11170,5,-140,-1.24,11150.0,-15.0519,21,0,67,국내 업종/테마,KINDEX,False,False,False
429740,7,ARIRANG Fn K리츠,8925,5,-125,-1.38,8949.0,,9112,81,67,기타,ARIRANG,False,False,False
269530,4,ARIRANG S&P글로벌인프라,13385,5,-205,-1.51,13374.0,0.8534,675,9,67,해외 주식,ARIRANG,False,False,False
426330,4,KOSEF 미국ETF산업STOXX,8905,2,60,0.68,9214.0,,1125,10,67,해외 주식,KOSEF,False,False,False
381570,2,HANARO Fn친환경에너지,8340,5,-195,-2.28,8336.0,-11.251,1235,10,67,국내 업종/테마,HANARO,False,False,False
429870,7,히어로즈 리츠이지스액티브,8895,5,-140,-1.55,8925.0,,6795,60,67,기타,히어로즈,False,False,False
404650,2,SOL KRX기후변화솔루션,8310,5,-225,-2.64,8305.0,-3.1765,8,0,66,국내 업종/테마,SOL,False,False,False
319870,7,KBSTAR KRX300미국달러선물혼합,13285,5,-65,-0.49,13297.0,-9.3994,55,0,66,기타,KBSTAR,False,False,False
337120,2,KODEX Fn멀티팩터,11045,5,-235,-2.08,11040.0,-13.2442,1,0,66,국내 업종/테마,KODEX,False,False,False
139310,5,TIGER 금속선물(H),6615,5,-110,-1.64,6669.0,-21.8478,8307,54,66,원자재,TIGER,False,False,True
322130,2,KINDEX 스마트로우볼,13200,5,-120,-0.9,13181.0,-12.7359,21,0,66,국내 업종/테마,KINDEX,False,False,False
403990,2,KBSTAR KRX기후변화솔루션,8250,5,-165,-1.96,8232.0,-4.4185,18,0,66,국내 업종/테마,KBSTAR,False,False,False
117690,4,TIGER 차이나항셍25,14655,2,175,1.21,14740.0,7.1798,3317,48,66,해외 주식,TIGER,False,False,False
159800,1,마이티 코스피100,23495,3,0,0.0,23306.0,-14.23,100,2,66,국내 시장지수,마이티,False,False,False
407170,2,MASTER 스마트커머스액티브,7730,5,-60,-0.77,7727.0,-16.4164,2940,22,66,국내 업종/테마,MASTER,False,False,False
315270,2,TIGER 200커뮤니케이션서비스,20520,2,240,1.18,20522.0,-23.2923,227,4,66,국내 업종/테마,TIGER,False,False,False
371130,4,KINDEX 베트남VN30선물블룸버그레버리지(H),13115,5,-155,-1.17,13135.0,-36.6739,1644,21,66,해외 주식,KINDEX,False,True,True
402520,1,FOCUS 혁신기업액티브,7265,5,-90,-1.22,7234.0,-14.8826,35,0,65,국내 시장지수,FOCUS,False,False,False
192720,2,파워 고배당저변동성,27160,5,-435,-1.58,27208.0,-8.4106,102,2,65,국내 업종/테마,파워,False,False,False
304670,6,KODEX 미국채울트라30년선물인버스(H),9255,5,-145,-1.54,9259.0,15.4791,18829,173,65,채권,KODEX,True,False,True
419650,2,ARIRANG 글로벌수소&차세대연료전지MV,8620,5,-170,-1.93,8650.0,-25.032,4650,40,65,국내 업종/테마,ARIRANG,False,False,False
419170,4,HANARO 미국메타버스iSelect,8570,2,65,0.76,8659.0,-16.3306,505,4,64,해외 주식,HANARO,False,False,False
411860,4,KOSEF 독일DAX,8540,2,65,0.77,8612.0,-8.4279,468,3,64,해외 주식,KOSEF,False,False,False
379790,4,KBSTAR 유로스탁스50(H),9050,2,5,0.06,9127.0,-9.9104,804,7,63,해외 주식,KBSTAR,False,False,True
304760,1,HANARO KRX300,13950,5,-110,-0.78,13891.0,-14.9426,1030,14,63,국내 시장지수,HANARO,False,False,False
243890,2,TIGER 200에너지화학레버리지,12460,5,-455,-3.52,12400.0,-5.6956,2013,25,62,국내 업종/테마,TIGER,False,True,False
291620,3,KOSEF 코스닥150선물인버스,9950,2,350,3.65,9952.0,17.8637,18307,178,62,국내 파생,KOSEF,True,False,False
261060,2,TIGER 코스닥150IT,12850,5,-475,-3.56,12853.0,-18.3317,2444,31,62,국내 업종/테마,TIGER,False,False,False
251890,1,KINDEX 코스닥(합성),10250,5,-460,-4.3,10210.0,-18.9864,1353,14,62,국내 시장지수,KINDEX,False,False,False
238670,7,ARIRANG 스마트베타Quality채권혼합,10200,5,-35,-0.34,10219.0,-4.6133,40,0,61,기타,ARIRANG,False,False,False
275280,2,KODEX MSCI모멘텀,10125,3,0,0.0,9665.0,-10.8951,0,0,61,국내 업종/테마,KODEX,False,False,False
098560,2,TIGER 방송통신,8630,5,-45,-0.52,8630.0,-5.3258,29413,252,60,국내 업종/테마,TIGER,False,False,False
432600,6,KBSTAR 국채선물3년,49985,5,-40,-0.08,49939.0,,14,0,60,채권,KBSTAR,False,False,False
147970,2,TIGER 모멘텀,21255,5,-570,-2.61,21252.0,-10.6302,43,0,60,국내 업종/테마,TIGER,False,False,False
333950,2,ARIRANG KS로우사이즈가중TR,13205,5,-360,-2.65,13244.0,-16.2138,27,0,59,국내 업종/테마,ARIRANG,False,False,False
166400,3,TIGER 200커버드콜5%OTM,11875,3,0,0.0,11759.0,-13.0356,0,0,59,국내 파생,TIGER,False,False,False
371870,4,KINDEX 차이나항셍테크,6595,2,125,1.93,6621.0,7.5644,6537,42,59,해외 주식,KINDEX,False,False,False
234310,2,KBSTAR V&S셀렉트밸류,11855,5,-185,-1.54,11859.0,-15.0558,10,0,59,국내 업종/테마,KBSTAR,False,False,False
291680,4,KBSTAR 차이나H선물인버스(H),11845,5,-260,-2.15,11910.0,-3.16,232,2,59,해외 주식,KBSTAR,True,False,True
105780,2,KBSTAR 5대그룹주,5895,5,-45,-0.76,5894.0,-12.3506,704,4,59,국내 업종/테마,KBSTAR,False,False,False
305050,1,KINDEX 코스피,23500,5,-365,-1.53,23521.0,-13.1298,1190,28,59,국내 시장지수,KINDEX,False,False,False
261120,7,TIGER 미국달러선물인버스2X,7245,5,-40,-0.55,7230.0,-12.3346,11795,85,58,기타,TIGER,True,False,False
226380,2,KINDEX Fn성장소비주도주,5780,5,-170,-2.86,5779.0,-19.4204,76,0,58,국내 업종/테마,KINDEX,False,False,False
394340,4,KOSEF 릭소글로벌디지털경제MSCI,7120,2,85,1.21,7159.0,-18.2453,141,1,57,해외 주식,KOSEF,False,False,False
427110,2,KBSTAR Fn창업투자회사,7380,5,-505,-6.4,7370.0,,20586,158,56,국내 업종/테마,KBSTAR,False,False,False
145670,3,KINDEX 인버스,6225,2,60,0.97,6224.0,15.9924,32679,202,56,국내 파생,KINDEX,True,False,False
290080,3,KBSTAR 200고배당커버드콜ATM,7985,5,-135,-1.66,7982.0,-3.7915,66,0,56,국내 파생,KBSTAR,False,False,False
289480,3,TIGER 200커버드콜ATM,9290,5,-95,-1.01,9267.0,-9.6989,28,0,56,국내 파생,TIGER,False,False,False
342140,7,KINDEX 싱가포르리츠채권혼합모닝스타,9290,2,20,0.22,9343.0,-5.3599,1,0,56,기타,KINDEX,False,False,False
266390,2,KODEX 경기소비재,9120,5,-160,-1.72,9123.0,-17.1133,906,8,55,국내 업종/테마,KODEX,False,False,False
253240,3,KOSEF 200선물인버스,6545,2,45,0.69,6557.0,16.1751,10513,68,54,국내 파생,KOSEF,True,False,False
299070,6,KINDEX 국채선물10년인버스,108420,5,-885,-0.81,108907.0,7.9715,34,3,54,채권,KINDEX,True,False,False
226980,1,KODEX 200 중소형,10835,5,-275,-2.48,10834.0,-14.8268,1627,17,54,국내 시장지수,KODEX,False,False,False
322120,2,KINDEX 스마트퀄리티,13465,5,-140,-1.03,13445.0,-14.8197,20,0,54,국내 업종/테마,KINDEX,False,False,False
277650,2,TIGER 코스피중형주,13405,5,-535,-3.84,13388.0,-12.9023,258,3,54,국내 업종/테마,TIGER,False,False,False
307520,2,TIGER 지주회사,9710,5,-135,-1.37,9705.0,-3.4615,8863,86,53,국내 업종/테마,TIGER,False,False,False
292770,6,KODEX 국채선물3년인버스,52290,5,-95,-0.18,52359.0,3.1606,117,6,53,채권,KODEX,True,False,False
227550,2,TIGER 200 산업재,5905,5,-135,-2.24,5905.0,-6.5739,1672,9,53,국내 업종/테마,TIGER,False,False,False
307510,2,TIGER 의료기기,13270,5,-430,-3.14,13274.0,-22.7909,1245,16,53,국내 업종/테마,TIGER,False,False,False
391670,1,HK 베스트일레븐액티브,7550,5,-35,-0.46,7567.0,-12.9662,27,0,53,국내 시장지수,HK,False,False,False
299080,6,KINDEX 국채선물3년인버스,104500,5,-510,-0.49,104898.0,3.2749,1,0,52,채권,KINDEX,True,False,False
252410,3,KBSTAR 200선물인버스,6520,2,75,1.16,6515.0,15.2951,11578,74,52,국내 파생,KBSTAR,True,False,False
301410,3,ARIRANG 코스닥150선물인버스,8645,2,310,3.72,8644.0,17.0646,77649,654,52,국내 파생,ARIRANG,True,False,False
427120,2,KBSTAR Fn플랫폼테마,7605,5,-290,-3.67,7630.0,,266,2,52,국내 업종/테마,KBSTAR,False,False,False
253280,2,KBSTAR 헬스케어,10340,5,-150,-1.43,10348.0,-16.2275,1161,12,52,국내 업종/테마,KBSTAR,False,False,False
272220,2,KINDEX 스마트모멘텀,12885,5,-190,-1.45,12862.0,-14.2117,20,0,52,국내 업종/테마,KINDEX,False,False,False
215620,2,HK S&P코리아로우볼,11385,3,0,0.0,11164.0,-5.2277,0,0,51,국내 업종/테마,HK,False,False,False
333940,2,ARIRANG KS로우볼가중TR,11340,5,-85,-0.74,11374.0,-11.7761,149,1,51,국내 업종/테마,ARIRANG,False,False,False
105010,4,TIGER 라틴35,3630,5,-30,-0.82,3648.0,-6.6327,5025,18,51,해외 주식,TIGER,False,False,False
261920,4,KINDEX 필리핀MSCI(합성),12680,5,-305,-2.35,12580.0,-8.4274,1395,17,51,해외 주식,KINDEX,False,False,False
140580,2,KBSTAR 우량업종,10005,5,-170,-1.67,10007.0,-11.6907,32,0,50,국내 업종/테마,KBSTAR,False,False,False
295820,1,ARIRANG 200동일가중,9065,5,-170,-1.84,9094.0,-12.5971,134,1,50,국내 시장지수,ARIRANG,False,False,False
267440,6,KBSTAR 미국장기국채선물(H),9795,2,135,1.4,9776.0,-10.1814,3715,36,49,채권,KBSTAR,False,False,True
285010,2,KBSTAR 200중공업,8710,5,-190,-2.13,8735.0,-9.1466,37783,339,49,국내 업종/테마,KBSTAR,False,False,False
407300,2,HANARO Fn골프테마,6880,5,-185,-2.62,6882.0,-19.1093,4228,29,48,국내 업종/테마,HANARO,False,False,False
376250,2,ARIRANG 탄소효율그린뉴딜,7395,5,-105,-1.4,7419.0,-14.8695,353,2,48,국내 업종/테마,ARIRANG,False,False,False
291890,4,KODEX MSCI EM선물(H),7970,5,-70,-0.87,8009.0,-10.9635,15,0,48,해외 주식,KODEX,False,False,True
334690,5,KBSTAR 팔라듐선물(H),10525,2,90,0.86,10585.0,-29.6596,4198,43,47,원자재,KBSTAR,False,False,True
346000,6,HANARO KAP초장기국고채,37230,5,-105,-0.28,37257.0,-9.5129,726,27,47,채권,HANARO,False,False,False
220130,4,SOL 중국본토 중소형 CSI500(합성 H),5180,5,-45,-0.86,5253.0,-6.3621,2069,10,47,해외 주식,SOL,False,False,True
380340,2,KINDEX Fn5G플러스,6650,5,-110,-1.63,6635.0,-21.1938,1479,9,47,국내 업종/테마,KINDEX,False,False,False
321410,7,KODEX 멀티에셋하이인컴(H),9180,3,0,0.0,9220.0,-10.7004,19,0,46,기타,KODEX,False,False,True
275300,2,KODEX MSCI퀄리티,7595,5,-70,-0.91,7591.0,-14.9468,101,0,46,국내 업종/테마,KODEX,False,False,False
404470,2,HANARO KRX기후변화솔루션,8220,5,-195,-2.32,8235.0,-3.9384,60,0,45,국내 업종/테마,HANARO,False,False,False
267490,6,KBSTAR 미국장기국채선물레버리지(합성 H),9030,2,275,3.14,8982.0,-20.1551,1275,11,45,채권,KBSTAR,False,True,True
292340,3,마이티 200커버드콜ATM레버리지,7380,5,-175,-2.32,7315.0,-18.8507,3,0,44,국내 파생,마이티,False,True,False
373490,2,KODEX K-이노베이션액티브,8825,5,-185,-2.05,8822.0,-14.5729,1148,10,44,국내 업종/테마,KODEX,False,False,False
139290,2,TIGER 200 경기소비재,14490,5,-15,-0.1,14441.0,-4.679,642,9,43,국내 업종/테마,TIGER,False,False,False
391680,1,HK 하이볼액티브,7180,5,-45,-0.62,7125.0,-14.8999,31,0,43,국내 시장지수,HK,False,False,False
280940,5,KODEX 골드선물인버스(H),7010,3,0,0.0,7042.0,5.6518,1469,10,42,원자재,KODEX,True,False,True
281990,2,KBSTAR 중소형고배당,10505,5,-235,-2.19,10489.0,-11.1443,406,4,42,국내 업종/테마,KBSTAR,False,False,False
140570,2,KBSTAR 수출주,10185,5,-225,-2.16,10184.0,-10.3437,5120,53,41,국내 업종/테마,KBSTAR,False,False,False
267500,6,KBSTAR 미국장기국채선물인버스2X(합성 H),8135,5,-165,-1.99,8070.0,22.2385,19629,157,41,채권,KBSTAR,True,False,True
275750,3,KBSTAR 코스닥150선물인버스,5750,2,195,3.51,5759.0,17.6906,60539,342,40,국내 파생,KBSTAR,True,False,False
412560,2,TIGER KRX BBIG K-뉴딜레버리지,3810,5,-80,-2.06,3880.0,-32.23,13509,52,40,국내 업종/테마,TIGER,False,True,False
217790,2,TIGER 가격조정,19745,3,0,0.0,18800.0,-14.3161,0,0,39,국내 업종/테마,TIGER,False,False,False
314700,2,HANARO 농업융복합산업,11240,5,-275,-2.39,11241.0,-0.6557,8928,100,39,국내 업종/테마,HANARO,False,False,False
301440,2,ARIRANG 코스피중형주,9760,5,-250,-2.5,9795.0,-14.0035,118,1,39,국내 업종/테마,ARIRANG,False,False,False
227560,2,TIGER 200 생활소비재,8470,2,20,0.24,8451.0,-9.4417,2787,23,39,국내 업종/테마,TIGER,False,False,False
244660,2,KODEX 퀄리티Plus,7775,5,-185,-2.32,7761.0,-18.9245,262,2,39,국내 업종/테마,KODEX,False,False,False
333960,2,ARIRANG KS모멘텀가중TR,12280,5,-235,-1.88,12313.0,-14.5443,21,0,37,국내 업종/테마,ARIRANG,False,False,False
291630,3,KOSEF 코스닥150선물레버리지,3445,5,-250,-6.77,3446.0,-33.3634,35566,127,37,국내 파생,KOSEF,False,True,False
306530,3,HANARO 코스닥150선물레버리지,6940,5,-505,-6.78,6924.0,-32.8069,30585,224,36,국내 파생,HANARO,False,True,False
278420,2,ARIRANG ESG우수기업,7900,5,-125,-1.56,7896.0,-9.9529,340,2,36,국내 업종/테마,ARIRANG,False,False,False
284980,2,KBSTAR 200금융,7730,5,-120,-1.53,7724.0,-12.8553,2295,17,36,국내 업종/테마,KBSTAR,False,False,False
157500,2,TIGER 증권,3450,5,-40,-1.15,3447.0,-20.2286,3769,13,35,국내 업종/테마,TIGER,False,False,False
266550,2,ARIRANG 중형주저변동50,9650,5,-215,-2.18,9675.0,-10.5865,83,0,34,국내 업종/테마,ARIRANG,False,False,False
333980,2,ARIRANG KS퀄리티가중TR,12180,5,-95,-0.77,12210.0,-15.2865,36,0,30,국내 업종/테마,ARIRANG,False,False,False
368470,2,KINDEX Fn K-뉴딜디지털플러스,10045,5,-65,-0.64,10033.0,-11.3858,120,1,30,국내 업종/테마,KINDEX,False,False,False
334700,5,KBSTAR 팔라듐선물인버스(H),4820,5,-35,-0.72,4923.0,26.5971,7463,36,29,원자재,KBSTAR,True,False,True
176710,6,파워 중기국고채,95595,3,0,0.0,95605.0,-2.5039,0,0,29,채권,파워,False,False,False
287300,2,KBSTAR 200건설,9405,5,-450,-4.57,9409.0,-20.6586,2593,24,28,국내 업종/테마,KBSTAR,False,False,False
280920,2,ARIRANG 주도업종,7850,5,-175,-2.18,7874.0,-15.4284,86,0,27,국내 업종/테마,ARIRANG,False,False,False
252730,2,KBSTAR 모멘텀로우볼,13035,5,-235,-1.77,13042.0,-13.7696,5,0,26,국내 업종/테마,KBSTAR,False,False,False
309210,2,ARIRANG KRX300헬스케어,8355,3,0,0.0,8423.0,-13.1046,111,0,25,국내 업종/테마,ARIRANG,False,False,False
301400,1,ARIRANG 코스닥150,10390,5,-365,-3.39,10441.0,-17.3138,5095,53,21,국내 시장지수,ARIRANG,False,False,False
315480,2,KBSTAR 200커뮤니케이션서비스,12740,2,85,0.67,12775.0,-23.126,20,0,18,국내 업종/테마,KBSTAR,False,False,False
285020,2,KBSTAR 200철강소재,7285,5,-240,-3.19,7298.0,-14.943,4753,35,17,국내 업종/테마,KBSTAR,False,False,False
252720,2,KBSTAR 모멘텀밸류,11940,5,-220,-1.81,11943.0,-12.1324,51,0,12,국내 업종/테마,KBSTAR,False,False,False
284990,2,KBSTAR 200에너지화학,10570,5,-230,-2.13,10535.0,-1.1442,1033,11,11,국내 업종/테마,KBSTAR,False,False,False
287330,2,KBSTAR 200생활소비재,6405,3,0,0.0,6398.0,-9.3675,39,0,9,국내 업종/테마,KBSTAR,False,False,False
287320,2,KBSTAR 200산업재,10720,5,-280,-2.55,10728.0,-6.5103,244,2,9,국내 업종/테마,KBSTAR,False,False,False
287310,2,KBSTAR 200경기소비재,9030,5,-65,-0.71,9033.0,-4.7046,510,4,7,국내 업종/테마,KBSTAR,False,False,False
